FY,Park,Park Type,Park Score,PSA,Supervisor District
2015,Allyne Park,Neighborhood Park or Playground,0.776,PSA1,2
2015,Alta Plaza Park,Neighborhood Park or Playground,0.811,PSA1,2
2015,Angelo J. Rossi Playground,Neighborhood Park or Playground,0.883,PSA1,1
2015,Aptos Playground,Neighborhood Park or Playground,0.894,PSA4,7
2015,Argonne Playground,Neighborhood Park or Playground,0.923,PSA1,1
2015,Balboa Park,Neighborhood Park or Playground,0.893,PSA5,11
2015,Bayview K.C. Jones Playground,Neighborhood Park or Playground,0.62,PSA3,10
2015,Beideman & O'Farrell Mini Park,Mini Park,0.864,PSA2,5
2015,Bernal Heights Rec Center,Neighborhood Park or Playground,0.884,PSA6,9
2015,Betty Ann Ong Chinese Rec Center,Neighborhood Park or Playground,0.982,PSA1,3
2015,Broadway Tunnel West Mini Park,Mini Park,0.83,PSA1,3
2015,Brooks Park,Neighborhood Park or Playground,0.746,PSA4,11
2015,Buchanan Street Mall,Neighborhood Park or Playground,0.928,PSA2,5
2015,Buena Vista Park,Regional Park,0.81,PSA5,8
2015,Bush & Broderick Mini Park,Mini Park,0.945,PSA2,2
2015,Cabrillo Playground,Neighborhood Park or Playground,0.988,PSA1,1
2015,Carl Larsen Park,Neighborhood Park or Playground,0.898,PSA4,4
2015,Cayuga & Lamartine Mini Park,Mini Park,0.748,PSA5,11
2015,Cayuga Playground,Neighborhood Park or Playground,0.876,PSA3,11
2015,Coleridge Mini Park,Mini Park,0.931,PSA6,9
2015,Collis P. Huntington Park,Civic Plaza or Square,0.858,PSA1,3
2015,Corona Heights Park,Neighborhood Park or Playground,0.947,PSA5,8
2015,Coso & Precita Mini Park,Mini Park,0.882,PSA6,9
2015,Cottage Row Mini Park,Mini Park,0.948,PSA2,5
2015,Cow Hollow Playground,Neighborhood Park or Playground,0.925,PSA1,2
2015,Crocker Amazon Playground,Neighborhood Park or Playground,0.751,PSA3,11
2015,Douglass Playground,Neighborhood Park or Playground,0.818,PSA5,8
2015,Duboce Park,Neighborhood Park or Playground,0.881,PSA6,8
2015,DuPont Tennis Courts,Neighborhood Park or Playground,0.77,PSA1,1
2015,Embarcadero Plaza,Civic Plaza or Square,0.861,PSA1,3
2015,Esprit Park,Neighborhood Park or Playground,0.924,PSA2,10
2015,Eugene Friend Rec Center,Neighborhood Park or Playground,0.869,PSA2,6
2015,Eureka Valley Rec Center,Neighborhood Park or Playground,0.846,PSA5,8
2015,Excelsior Playground,Neighborhood Park or Playground,0.757,PSA3,11
2015,Fallen Bridge Mini Park,Mini Park,0.911,PSA2,10
2015,Father Alfred E. Boeddeker Park,Neighborhood Park or Playground,0.984,PSA2,5
2015,Fay Park,Neighborhood Park or Playground,0.965,PSA1,3
2015,Fillmore & Turk Mini Park,Mini Park,0.916,PSA2,5
2015,Franklin Square,Neighborhood Park or Playground,0.823,PSA2,9
2015,Fulton Playground,Neighborhood Park or Playground,0.962,PSA1,1
2015,Garfield Square,Neighborhood Park or Playground,0.84,PSA6,9
2015,George Christopher Playground,Neighborhood Park or Playground,0.894,PSA5,8
2015,Gilman Playground,Neighborhood Park or Playground,0.608,PSA3,10
2015,Glen Canyon Park,Regional Park,0.864,PSA5,8
2015,Golden Gate & Steiner Mini Park,Mini Park,0.948,PSA2,5
2015,Golden Gate Heights Park,Neighborhood Park or Playground,0.879,PSA4,7
2015,Golden Gate Park,Regional Park,0.873,GGP,1
2015,Grattan Playground,Neighborhood Park or Playground,0.778,PSA2,8
2015,Hamilton Rec Center,Neighborhood Park or Playground,0.899,PSA2,5
2015,Hayes Valley Playground,Neighborhood Park or Playground,0.956,PSA2,5
2015,Head & Brotherood Mini Park,Mini Park,0.842,PSA4,11
2015,Helen Wills Playground,Neighborhood Park or Playground,0.863,PSA1,3
2015,Herz Playground,Neighborhood Park or Playground,0.872,PSA3,10
2015,Hilltop Park,Neighborhood Park or Playground,0.827,PSA3,10
2015,Holly Park,Neighborhood Park or Playground,0.915,PSA6,9
2015,Hyde & Vallejo Mini Park,Mini Park,0.907,PSA1,3
2015,Ina Coolbrith Park,Mini Park,0.748,PSA1,3
2015,India Basin - Shoreline Park,Neighborhood Park or Playground,0.812,PSA3,10
2015,J.P. Murphy Playground,Neighborhood Park or Playground,0.912,PSA4,7
2015,Jackson Playground,Neighborhood Park or Playground,0.922,PSA2,10
2015,James Rolph Jr. Playground,Neighborhood Park or Playground,0.836,PSA6,9
2015,Japantown Peace Plaza,Civic Plaza or Square,0.878,PSA2,5
2015,Jefferson Square,Neighborhood Park or Playground,0.79,PSA2,5
2015,Joe DiMaggio Playground,Neighborhood Park or Playground,0.825,PSA1,3
2015,John McLaren Park,Neighborhood Park or Playground,0.794,PSA3,"9, 10, 11"
2015,Joost & Baden Mini Park,Mini Park,0.924,PSA5,8
2015,Jose Coronado Playground,Neighborhood Park or Playground,0.838,PSA6,9
2015,Joseph Conrad Mini Park,Mini Park,0.852,PSA1,3
2015,Joseph L. Alioto Performing Arts Piazza,Civic Plaza or Square,0.836,PSA2,5
2015,Joseph Lee Rec Center,Neighborhood Park or Playground,0.874,PSA3,10
2015,Junipero Serra Playground,Neighborhood Park or Playground,0.935,PSA4,7
2015,Juri Commons,Mini Park,0.793,PSA6,8
2015,Kelloch & Velasco Mini Park,Mini Park,0.796,PSA3,10
2015,Kid Power Park,Neighborhood Park or Playground,0.859,PSA6,9
2015,Koshland Park,Neighborhood Park or Playground,0.883,PSA2,5
2015,Lafayette Park,Neighborhood Park or Playground,0.975,PSA1,2
2015,Lake Merced Park,Regional Park,0.839,PSA4,7
2015,Laurel Hill Playground,Neighborhood Park or Playground,0.786,PSA1,2
2015,Lessing & Sears Mini Park,Mini Park,0.777,PSA3,11
2015,Lincoln Park,Regional Park,0.9,PSA1,1
2015,Little Hollywood Park,Neighborhood Park or Playground,0.807,PSA3,10
2015,Louis Sutter Playground,Neighborhood Park or Playground,0.81,PSA3,9
2015,Lower Great Highway,Parkway,0.791,PSA4,1
2015,Margaret S.Hayward Playground,Neighborhood Park or Playground,0.882,PSA2,5
2015,Maritime Plaza,Civic Plaza or Square,0.944,PSA1,3
2015,McCoppin Square,Neighborhood Park or Playground,0.875,PSA4,4
2015,McKinley Square,Neighborhood Park or Playground,0.846,PSA2,10
2015,Merced Heights Playground,Neighborhood Park or Playground,0.753,PSA4,11
2015,Michelangelo Playground,Neighborhood Park or Playground,0.882,PSA1,3
2015,Midtown Terrace Playground,Neighborhood Park or Playground,0.912,PSA4,7
2015,Minnie and Lovie Rec Center,Neighborhood Park or Playground,0.831,PSA4,11
2015,Miraloma Playground,Neighborhood Park or Playground,0.896,PSA5,7
2015,Mission Dolores Park,Neighborhood Park or Playground,0.776,PSA6,8
2015,Mission Playground,Neighborhood Park or Playground,0.877,PSA6,9
2015,Mission Rec Center,Neighborhood Park or Playground,0.925,PSA6,9
2015,Moscone Rec Center,Neighborhood Park or Playground,0.885,PSA1,2
2015,Mountain Lake Park,Neighborhood Park or Playground,0.854,PSA1,1
2015,Mt. Olympus,Neighborhood Park or Playground,0.864,PSA5,8
2015,Mullen & Peralta Mini Park,Mini Park,0.813,PSA6,9
2015,Muriel Leff Mini Park,Mini Park,0.959,PSA1,1
2015,Noe Valley Courts,Neighborhood Park or Playground,0.811,PSA5,8
2015,Page & Laguna Mini Park,Mini Park,0.888,PSA2,5
2015,Palace of Fine Arts,Civic Plaza or Square,0.899,PSA1,2
2015,Palega Playground,Neighborhood Park or Playground,0.963,PSA3,9
2015,Palou & Phelps Park,Neighborhood Park or Playground,0.813,PSA3,10
2015,Park Presidio Blvd,Parkway,0.597,PSA1,1
2015,Parkside Square,Neighborhood Park or Playground,0.857,PSA4,4
2015,Parque Ninos Unidos,Neighborhood Park or Playground,0.862,PSA6,9
2015,Patricia's Green in Hayes Valley,Mini Park,0.871,PSA2,5
2015,Peixotto Playground,Neighborhood Park or Playground,0.895,PSA5,8
2015,Pine Lake Park,Regional Park,0.793,PSA4,4
2015,Portsmouth Square,Neighborhood Park or Playground,0.891,PSA1,3
2015,Potrero del Sol,Neighborhood Park or Playground,0.872,PSA6,9
2015,Potrero Hill Rec Center,Neighborhood Park or Playground,0.947,PSA2,10
2015,Precita Park,Neighborhood Park or Playground,0.874,PSA6,9
2015,Prentiss Mini Park,Mini Park,0.906,PSA6,9
2015,Presidio Heights Playground,Neighborhood Park or Playground,0.925,PSA1,2
2015,Presidio Wall Playground,Neighborhood Park or Playground,0.933,PSA1,2
2015,Randolph & Bright Mini Park,Mini Park,0.852,PSA4,11
2015,Raymond Kimball Playground,Neighborhood Park or Playground,0.838,PSA2,5
2015,Richmond Playground,Neighborhood Park or Playground,0.957,PSA1,1
2015,Richmond Rec Center,Neighborhood Park or Playground,0.967,PSA1,1
2015,Rochambeau Playground,Neighborhood Park or Playground,0.911,PSA1,1
2015,Rolph Nicol Playground,Neighborhood Park or Playground,0.789,PSA4,4
2015,Roosevelt & Henry Stairs,Mini Park,0.854,PSA5,8
2015,Saturn Street Steps,Mini Park,0.864,PSA5,8
2015,Selby & Palou Mini Park,Mini Park,0.865,PSA3,10
2015,Seward Mini Park,Mini Park,0.797,PSA5,8
2015,Sgt. John Macaulay Park,Mini Park,0.848,PSA2,5
2015,Sigmund Stern Recreation Grove,Regional Park,0.805,PSA4,4
2015,Silver Terrace Playground,Neighborhood Park or Playground,0.862,PSA3,10
2015,SOMA West Dog Park,Neighborhood Park or Playground,0.899,PSA2,6
2015,SOMA West Skate Park,Neighborhood Park or Playground,0.846,PSA2,6
2015,South Park,Neighborhood Park or Playground,0.815,PSA2,6
2015,South Sunset Playground,Neighborhood Park or Playground,0.868,PSA4,4
2015,St. Mary's Rec Center,Neighborhood Park or Playground,0.901,PSA6,9
2015,St. Mary's Square,Civic Plaza or Square,0.843,PSA1,3
2015,States Street Playground,Neighborhood Park or Playground,0.825,PSA5,8
2015,Sue Bierman Park,Neighborhood Park or Playground,0.914,PSA1,3
2015,Sunnyside Conservatory,Mini Park,0.971,PSA5,7
2015,Sunnyside Playground,Neighborhood Park or Playground,0.936,PSA5,7
2015,Sunset Rec Center,Neighborhood Park or Playground,0.966,PSA4,4
2015,Telegraph Hill - Pioneer Park,Civic Plaza or Square,0.868,PSA1,3
2015,Tenderloin Recreation Center,Neighborhood Park or Playground,0.915,PSA2,5
2015,Turk & Hyde Mini Park,Mini Park,0.875,PSA2,5
2015,Union Square,Civic Plaza or Square,0.91,PSA2,3
2015,Upper Noe Rec Center,Neighborhood Park or Playground,0.904,PSA5,8
2015,Victoria Manalo Draves Park,Neighborhood Park or Playground,0.866,PSA2,6
2015,Visitacion Valley Greenway,Neighborhood Park or Playground,0.842,PSA3,10
2015,Visitacion Valley Playground,Neighborhood Park or Playground,0.79,PSA3,10
2015,Walter Haas Playground,Neighborhood Park or Playground,0.874,PSA5,8
2015,Washington & Hyde Mini Park,Mini Park,0.835,PSA1,3
2015,Washington Square,Civic Plaza or Square,0.78,PSA1,3
2015,West Portal Playground,Neighborhood Park or Playground,0.875,PSA4,7
2015,West Sunset Playground,Neighborhood Park or Playground,0.899,PSA4,4
2015,Willie Woo Woo Wong Playground,Neighborhood Park or Playground,0.885,PSA1,3
2015,Woh Hei Yuen Playground,Neighborhood Park or Playground,0.849,PSA1,3
2015,Yacht Harbor and Marina Green,Regional Park,0.837,PSA1,2
2015,Youngblood-Coleman Playground,Neighborhood Park or Playground,0.849,PSA3,10
